Mod:Item:MetaData, Localized Name
minecraft:shears, Shears
minecraft:melon, Melon
minecraft:pumpkin_seeds, Pumpkin Seeds
minecraft:melon_seeds, Melon Seeds
minecraft:beef, Raw Beef
minecraft:cooked_beef, Steak
minecraft:chicken, Raw Chicken
minecraft:cooked_chicken, Cooked Chicken
minecraft:rotten_flesh, Rotten Flesh
minecraft:ender_pearl, Ender Pearl
minecraft:blaze_rod, Blaze Rod
minecraft:ghast_tear, Ghast Tear
minecraft:gold_nugget, Gold Nugget
minecraft:nether_wart, Nether Wart
minecraft:potion:0, Water Bottle
minecraft:potion:8193, Potion of Regeneration
minecraft:potion:8225, Potion of Regeneration
minecraft:potion:8257, Potion of Regeneration
minecraft:potion:16385, Splash Potion of Regeneration
minecraft:potion:16417, Splash Potion of Regeneration
minecraft:potion:16449, Splash Potion of Regeneration
minecraft:potion:8194, Potion of Swiftness
minecraft:potion:8226, Potion of Swiftness
minecraft:potion:8258, Potion of Swiftness
minecraft:potion:16386, Splash Potion of Swiftness
minecraft:potion:16418, Splash Potion of Swiftness
minecraft:potion:16450, Splash Potion of Swiftness
minecraft:potion:8227, Potion of Fire Resistance
minecraft:potion:8259, Potion of Fire Resistance
minecraft:potion:16419, Splash Potion of Fire Resistance
minecraft:potion:16451, Splash Potion of Fire Resistance
minecraft:potion:8196, Potion of Poison
minecraft:potion:8228, Potion of Poison
minecraft:potion:8260, Potion of Poison
minecraft:potion:16388, Splash Potion of Poison
minecraft:potion:16420, Splash Potion of Poison
minecraft:potion:16452, Splash Potion of Poison
minecraft:potion:8261, Potion of Healing
minecraft:potion:8229, Potion of Healing
minecraft:potion:16453, Splash Potion of Healing
minecraft:potion:16421, Splash Potion of Healing
minecraft:potion:8230, Potion of Night Vision
minecraft:potion:8262, Potion of Night Vision
minecraft:potion:16422, Splash Potion of Night Vision
minecraft:potion:16454, Splash Potion of Night Vision
minecraft:potion:8231, Potion of Nausea
minecraft:potion:8263, Potion of Nausea
minecraft:potion:16423, Splash Potion of Nausea
minecraft:potion:16455, Splash Potion of Nausea
minecraft:potion:8232, Potion of Weakness
minecraft:potion:8264, Potion of Weakness
minecraft:potion:16424, Splash Potion of Weakness
minecraft:potion:16456, Splash Potion of Weakness
minecraft:potion:8201, Potion of Strength
minecraft:potion:8233, Potion of Strength
minecraft:potion:8265, Potion of Strength
minecraft:potion:16393, Splash Potion of Strength
minecraft:potion:16425, Splash Potion of Strength
minecraft:potion:16457, Splash Potion of Strength
minecraft:potion:8234, Potion of Slowness
minecraft:potion:8266, Potion of Slowness
minecraft:potion:16426, Splash Potion of Slowness
minecraft:potion:16458, Splash Potion of Slowness
minecraft:potion:8235, Potion of Decay
minecraft:potion:8267, Potion of Decay
minecraft:potion:16427, Splash Potion of Decay
minecraft:potion:16459, Splash Potion of Decay
minecraft:potion:8268, Potion of Harming
minecraft:potion:8236, Potion of Harming
minecraft:potion:16460, Splash Potion of Harming
minecraft:potion:16428, Splash Potion of Harming
minecraft:potion:8237, Potion of Water Breathing
minecraft:potion:8269, Potion of Water Breathing
minecraft:potion:16429, Splash Potion of Water Breathing
minecraft:potion:16461, Splash Potion of Water Breathing
minecraft:potion:8238, Potion of Invisibility
minecraft:potion:8270, Potion of Invisibility
minecraft:potion:16430, Splash Potion of Invisibility
minecraft:potion:16462, Splash Potion of Invisibility
minecraft:glass_bottle, Glass Bottle
minecraft:spider_eye, Spider Eye
minecraft:fermented_spider_eye, Fermented Spider Eye
minecraft:blaze_powder, Blaze Powder
minecraft:magma_cream, Magma Cream
minecraft:brewing_stand, Brewing Stand
minecraft:cauldron, Cauldron
minecraft:ender_eye, Eye of Ender
minecraft:speckled_melon, Glistering Melon
minecraft:spawn_egg:50, Spawn Creeper
minecraft:spawn_egg:51, Spawn Skeleton
minecraft:spawn_egg:52, Spawn Spider
minecraft:spawn_egg:54, Spawn Zombie
minecraft:spawn_egg:55, Spawn Slime
minecraft:spawn_egg:56, Spawn Ghast
minecraft:spawn_egg:57, Spawn Zombie Pigman
minecraft:spawn_egg:58, Spawn Enderman
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:301, Spawn Jungle Spider
minecraft:spawn_egg:302, Spawn Rosester
minecraft:spawn_egg:303, Spawn Glob
minecraft:spawn_egg:304, Spawn Phantom
minecraft:spawn_egg:305, Spawn Wasp
minecraft:spawn_egg:306, Spawn Bird
minecraft:spawn_egg:307, Spawn Pixie
minecraft:spawn_egg:6, Spawn Enderminy
minecraft:spawn_egg:7, Spawn Concussion Creeper
minecraft:spawn_egg:23, Spawn Fallen Knight
minecraft:spawn_egg:24, Spawn Fallen Steed
minecraft:spawn_egg:25, Spawn Wither Witch
minecraft:spawn_egg:26, Spawn Wither Cat
minecraft:spawn_egg:27, Spawn Dire Wolf
minecraft:spawn_egg:28, Spawn Khndrel Keght
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, Minecart with TNT
minecraft:hopper_minecart, Minecart with Hopper
BiblioCraft:BiblioPotionShelf:0, Oak Potion Shelf
BiblioCraft:BiblioPotionShelf:1, Spruce Potion Shelf
BiblioCraft:BiblioPotionShelf:2, Birch Potion Shelf
BiblioCraft:BiblioPotionShelf:3, Jungle Potion Shelf
BiblioCraft:BiblioPotionShelf:4, Acacia Potion Shelf
BiblioCraft:BiblioPotionShelf:5, Dark Oak Potion Shelf
BiblioCraft:BiblioPotionShelf:6, Framed Potion Shelf
BiblioCraft:BiblioShelf:0, Oak Shelf
BiblioCraft:BiblioShelf:1, Spruce Shelf
BiblioCraft:BiblioShelf:2, Birch Shelf
BiblioCraft:BiblioShelf:3, Jungle Shelf
BiblioCraft:BiblioShelf:4, Acacia Shelf
BiblioCraft:BiblioShelf:5, Dark Oak Shelf
BiblioCraft:BiblioShelf:6, Framed Shelf
BiblioCraft:BiblioRack:0, Oak Tool Rack
BiblioCraft:BiblioRack:1, Spruce Tool Rack
BiblioCraft:BiblioRack:2, Birch Tool Rack
BiblioCraft:BiblioRack:3, Jungle Tool Rack
BiblioCraft:BiblioRack:4, Acacia Tool Rack
BiblioCraft:BiblioRack:5, Dark Oak Tool Rack
BiblioCraft:BiblioRack:6, Framed Tool Rack
BiblioCraft:BiblioCase:0, Oak Case
BiblioCraft:BiblioCase:1, Spruce Case
BiblioCraft:BiblioCase:2, Birch Case
BiblioCraft:BiblioCase:3, Jungle Case
BiblioCraft:BiblioCase:4, Acacia Case
BiblioCraft:BiblioCase:5, Dark Oak Case
BiblioCraft:BiblioCase:6, Framed Case
BiblioCraft:BiblioLabel:0, Oak Wood Label
BiblioCraft:BiblioLabel:1, Spruce Wood Label
BiblioCraft:BiblioLabel:2, Birch Wood Label
BiblioCraft:BiblioLabel:3, Jungle Wood Label
BiblioCraft:BiblioLabel:4, Acacia Label
BiblioCraft:BiblioLabel:5, Dark Oak Label
BiblioCraft:BiblioLabel:6, Framed Label
BiblioCraft:BiblioDesk:0, Oak Desk
BiblioCraft:BiblioDesk:1, Spruce Desk
BiblioCraft:BiblioDesk:2, Birch Desk
BiblioCraft:BiblioDesk:3, Jungle Desk
BiblioCraft:BiblioDesk:4, Acacia Desk
BiblioCraft:BiblioDesk:5, Dark Oak Desk
BiblioCraft:BiblioDesk:6, Framed Desk
BiblioCraft:BiblioTable:0, Oak Table
BiblioCraft:BiblioTable:1, Spruce Table
BiblioCraft:BiblioTable:2, Birch Table
BiblioCraft:BiblioTable:3, Jungle Table
BiblioCraft:BiblioTable:4, Acacia Table
BiblioCraft:BiblioTable:5, Dark Oak Table
BiblioCraft:BiblioTable:6, Framed Table
BiblioCraft:Armor Stand, Armor Stand
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
BiblioCraft:Typesetting Machine, Typesetting Table
BiblioCraft:Printing Press, Printing Press
BiblioCraft:BiblioLantern:0, Fancy Lantern
BiblioCraft:BiblioLantern:1, Fancy Lantern
BiblioCraft:BiblioLantern:2, Fancy Lantern
BiblioCraft:BiblioLantern:3, Fancy Lantern
BiblioCraft:BiblioLantern:4, Fancy Lantern
BiblioCraft:BiblioLantern:5, Fancy Lantern
BiblioCraft:BiblioLantern:6, Fancy Lantern
BiblioCraft:BiblioLantern:7, Fancy Lantern
BiblioCraft:BiblioLantern:8, Fancy Lantern
BiblioCraft:BiblioLantern:9, Fancy Lantern
BiblioCraft:BiblioLantern:10, Fancy Lantern
BiblioCraft:BiblioLantern:11, Fancy Lantern
BiblioCraft:BiblioLantern:12, Fancy Lantern
BiblioCraft:BiblioLantern:13, Fancy Lantern
BiblioCraft:BiblioLantern:14, Fancy Lantern
BiblioCraft:BiblioLantern:15, Fancy Lantern
BiblioCraft:BiblioIronLantern:0, Fancy Lantern
BiblioCraft:BiblioIronLantern:1, Fancy Lantern
BiblioCraft:BiblioIronLantern:2, Fancy Lantern
BiblioCraft:BiblioIronLantern:3, Fancy Lantern
BiblioCraft:BiblioIronLantern:4, Fancy Lantern
BiblioCraft:BiblioIronLantern:5, Fancy Lantern
BiblioCraft:BiblioIronLantern:6, Fancy Lantern
BiblioCraft:BiblioIronLantern:7, Fancy Lantern
BiblioCraft:BiblioIronLantern:8, Fancy Lantern
BiblioCraft:BiblioIronLantern:9, Fancy Lantern
BiblioCraft:BiblioIronLantern:10, Fancy Lantern
BiblioCraft:BiblioIronLantern:11, Fancy Lantern
BiblioCraft:BiblioIronLantern:12, Fancy Lantern
BiblioCraft:BiblioIronLantern:13, Fancy Lantern
BiblioCraft:BiblioIronLantern:14, Fancy Lantern
BiblioCraft:BiblioIronLantern:15, Fancy Lantern
BiblioCraft:BiblioLamp:0, Fancy Lamp
BiblioCraft:BiblioLamp:1, Fancy Lamp
BiblioCraft:BiblioLamp:2, Fancy Lamp
BiblioCraft:BiblioLamp:3, Fancy Lamp
BiblioCraft:BiblioLamp:4, Fancy Lamp
BiblioCraft:BiblioLamp:5, Fancy Lamp
BiblioCraft:BiblioLamp:6, Fancy Lamp
BiblioCraft:BiblioLamp:7, Fancy Lamp
BiblioCraft:BiblioLamp:8, Fancy Lamp
BiblioCraft:BiblioLamp:9, Fancy Lamp
BiblioCraft:BiblioLamp:10, Fancy Lamp
BiblioCraft:BiblioLamp:11, Fancy Lamp
BiblioCraft:BiblioLamp:12, Fancy Lamp
BiblioCraft:BiblioLamp:13, Fancy Lamp
BiblioCraft:BiblioLamp:14, Fancy Lamp
BiblioCraft:BiblioLamp:15, Fancy Lamp
BiblioCraft:BiblioIronLamp:0, Fancy Lamp
BiblioCraft:BiblioIronLamp:1, Fancy Lamp
BiblioCraft:BiblioIronLamp:2, Fancy Lamp
BiblioCraft:BiblioIronLamp:3, Fancy Lamp
BiblioCraft:BiblioIronLamp:4, Fancy Lamp
BiblioCraft:BiblioIronLamp:5, Fancy Lamp
BiblioCraft:BiblioIronLamp:6, Fancy Lamp
BiblioCraft:BiblioIronLamp:7, Fancy Lamp
BiblioCraft:BiblioIronLamp:8, Fancy Lamp
BiblioCraft:BiblioIronLamp:9, Fancy Lamp
BiblioCraft:BiblioIronLamp:10, Fancy Lamp
BiblioCraft:BiblioIronLamp:11, Fancy Lamp
BiblioCraft:BiblioIronLamp:12, Fancy Lamp
BiblioCraft:BiblioIronLamp:13, Fancy Lamp
BiblioCraft:BiblioIronLamp:14, Fancy Lamp
BiblioCraft:BiblioIronLamp:15, Fancy Lamp
BiblioCraft:BiblioStuffs:0, Cookie Jar
BiblioCraft:BiblioStuffs:2, Dinner Plate
BiblioCraft:BiblioStuffs:3, Disc Rack
BiblioCraft:BiblioMapFrames:0, Oak Map Frame
BiblioCraft:BiblioMapFrames:1, Spruce Map Frame
BiblioCraft:BiblioMapFrames:2, Birch Map Frame
BiblioCraft:BiblioMapFrames:3, Jungle Map Frame
BiblioCraft:BiblioMapFrames:4, Acacia Map Frame
BiblioCraft:BiblioMapFrames:5, Dark Oak Map Frame
BiblioCraft:BiblioMapFrames:6, Framed Map Frame
BiblioCraft:BiblioSeats:0, Oak Seat
BiblioCraft:BiblioSeats:1, Spruce Seat
BiblioCraft:BiblioSeats:2, Birch Seat
BiblioCraft:BiblioSeats:3, Jungle Seat
BiblioCraft:BiblioSeats:4, Acacia Seat
BiblioCraft:BiblioSeats:5, Dark Oak Seat
BiblioCraft:BiblioSeats:6, Framed Seat
Natura:N Crops, Crops
Natura:BerryBush:12, Raspberry Bush
Natura:BerryBush:13, Blueberry Bush
Natura:BerryBush:14, Blackberry Bush
Natura:BerryBush:15, Maloberry Bush
Natura:NetherBerryBush:12, Blightberry Bush
Natura:NetherBerryBush:13, Duskberry Bush
Natura:NetherBerryBush:14, Skyberry Bush
Natura:NetherBerryBush:15, Stingberry Bush
Natura:Cloud:0, Cloud
Natura:Cloud:1, Dark Cloud
Natura:Cloud:2, Ash Cloud
Natura:Cloud:3, Sulfur Cloud
Natura:tree:0, Eucalyptus Wood
Natura:tree:1, Sakura Wood
Natura:tree:2, Ghostwood
Natura:tree:3, Hopseed Wood
Natura:redwood:0, Redwood Bark
Natura:redwood:1, Redwood
Natura:redwood:2, Redwood Root
Natura:planks:0, Eucalyptus Planks
Natura:planks:1, Sakura Planks
Natura:planks:2, Ghostwood Planks
Natura:planks:3, Redwood Planks
Natura:planks:4, Bloodwood Planks
Natura:planks:5, Hopseed Planks
Natura:planks:6, Maple Planks
Natura:planks:7, Silverbell Planks
Natura:planks:8, Amaranth Planks
Natura:planks:9, Tigerwood Planks
Natura:planks:10, Willow Planks
Natura:planks:11, Darkwood Planks
Natura:planks:12, Fusewood Planks
Natura:floraleaves:0, Redwood Leaves
Natura:floraleaves:1, Eucalyptus Leaves
Natura:floraleaves:2, Hopseed Leaves
Natura:floraleavesnocolor:0, Sakura Leaves
Natura:floraleavesnocolor:1, Ghostwood Leaves
Natura:floraleavesnocolor:2, Bloodleaves
Natura:floraleavesnocolor:3, Willow Leaves
Natura:florasapling:0, Redwood Sapling
Natura:florasapling:1, Eucalyptus Sapling
Natura:florasapling:2, Hopseed Sapling
Natura:florasapling:3, Sakura Sapling
Natura:florasapling:4, Ghostwood Sapling
Natura:florasapling:5, Blood Sapling
Natura:florasapling:6, Darkwood Sapling
Natura:florasapling:7, Fusewood Sapling
Natura:Saguaro:0, Saguaro Cactus
Natura:willow:0, Willow Wood
Natura:door.redwood, Redwood Door
Natura:door.eucalyptus, Eucalyptus Door
Natura:door.hopseed, Hopseed Door
Natura:door.sakura, Sakura Door
Natura:door.ghostwood, Ghostwood Door
Natura:door.bloodwood, Bloodwood Door
Natura:door.redwoodbark, Redwood Bark Door
Natura:bloodwood:0, Bloodwood
Natura:bloodwood:15, Bloodwood
Natura:soil.tainted, Tainted Soil
Natura:heatsand, Heat Sand
Natura:Dark Tree:0, Darkwood
Natura:Dark Tree:1, Fusewood
Natura:Dark Leaves:0, Darkwood Leaves
Natura:Dark Leaves:1, Darkwood Leaves
Natura:Dark Leaves:2, Darkwood Leaves
Natura:Dark Leaves:3, Fusewood Leaves
Natura:Thornvines, Thornvines
Natura:Glowshroom:0, Green Glowshroom
Natura:Glowshroom:1, Purple Glowshroom
Natura:Glowshroom:2, Blue Glowshroom
Natura:blueGlowshroom, Blue Glowshroom
Natura:purpleGlowshroom, Purple Glowshroom
Natura:greenGlowshroom, Green Glowshroom
Natura:Blazerail, Blaze Rail
Natura:BrailPowered, Powered Blaze Rail
Natura:BrailDetector, Detector Blaze Rail
Natura:BrailActivator, Activator Blaze Rail
Natura:NetherFurnace, Nether Furnace
Natura:Obelisk, Obelisk
Natura:NetherGlass:0, Soul Glass
Natura:NetherGlass:1, Heat Glass
Natura:NetherHopper, Hopper
Natura:NetherPressurePlate, Pressure Plate
Natura:NetherButton, Button
Natura:NetherLever, Lever
Natura:Rare Tree:0, Maple Wood
Natura:Rare Tree:1, Silverbell Wood
Natura:Rare Tree:2, Amaranth Wood
Natura:Rare Tree:3, Tiger Wood
Natura:Rare Leaves:0, Maple Leaves
Natura:Rare Leaves:1, Silverbell Leaves
Natura:Rare Leaves:2, Amaranth Leaves
Natura:Rare Leaves:3, Tiger Leaves
Natura:Rare Sapling:0, Maple Sapling
Natura:Rare Sapling:1, Silverbell Sapling
Natura:Rare Sapling:2, Amaranth Sapling
Natura:Rare Sapling:3, Tigerwood Sapling
Natura:Rare Sapling:4, Willow Sapling
Natura:Bluebells, Bluebells
Natura:Natura.workbench:0, Crafting Table
Natura:Natura.workbench:1, Crafting Table
Natura:Natura.workbench:2, Crafting Table
Natura:Natura.workbench:3, Crafting Table
Natura:Natura.workbench:4, Crafting Table
Natura:Natura.workbench:5, Crafting Table
Natura:Natura.workbench:6, Crafting Table
Natura:Natura.workbench:7, Crafting Table
Natura:Natura.workbench:8, Crafting Table
Natura:Natura.workbench:9, Crafting Table
Natura:Natura.workbench:10, Crafting Table
Natura:Natura.workbench:11, Crafting Table
Natura:Natura.workbench:12, Crafting Table
Natura:Natura.bookshelf:0, Bookshelf
Natura:Natura.bookshelf:1, Bookshelf
Natura:Natura.bookshelf:2, Bookshelf
Natura:Natura.bookshelf:3, Bookshelf
Natura:Natura.bookshelf:4, Bookshelf
Natura:Natura.bookshelf:5, Bookshelf
Natura:Natura.bookshelf:6, Bookshelf
Natura:Natura.bookshelf:7, Bookshelf
Natura:Natura.bookshelf:8, Bookshelf
Natura:Natura.bookshelf:9, Bookshelf
Natura:Natura.bookshelf:10, Bookshelf
Natura:Natura.bookshelf:11, Bookshelf
Natura:Natura.bookshelf:12, Bookshelf
Natura:Natura.fence:0, Fence
Natura:Natura.fence:1, Fence
Natura:Natura.fence:2, Fence
Natura:Natura.fence:3, Fence
Natura:Natura.fence:4, Fence
Natura:Natura.fence:5, Fence
Natura:Natura.fence:6, Fence
Natura:Natura.fence:7, Fence
Natura:Natura.fence:8, Fence
Natura:Natura.fence:9, Fence
Natura:Natura.fence:10, Fence
Natura:Natura.fence:11, Fence
Natura:Natura.fence:12, Fence
Natura:GrassBlock:0, Topiary Grass
Natura:GrassBlock:1, Bluegrass
Natura:GrassBlock:2, Autumnal Grass
Natura:GrassSlab:0, Topiary Grass Slab
Natura:GrassSlab:1, Bluegrass Slab
Natura:GrassSlab:2, Autumnal Grass Slab
Natura:plankSlab1:0, Eucalyptus Slab
Natura:plankSlab1:1, Sakura Slab
Natura:plankSlab1:2, Ghostwood Slab
Natura:plankSlab1:3, Redwood Slab
Natura:plankSlab1:4, Blood Slab
Natura:plankSlab1:5, Hopseed Slab
Natura:plankSlab1:6, Maple Slab
Natura:plankSlab1:7, Silverbell Slab
Natura:plankSlab2:0, Amaranth Slab
Natura:plankSlab2:1, Tigerwood Slab
Natura:plankSlab2:2, Willow Slab
Natura:plankSlab2:3, Darkwood Slab
Natura:plankSlab2:4, Fusewood Slab
Natura:stair.eucalyptus, Eucalyptus Stairs
Natura:stair.sakura, Sakura Stairs
Natura:stair.ghostwood, Ghostwood Stairs
Natura:stair.redwood, Redwood Stairs
Natura:stair.bloodwood, Blood Stairs
Natura:stair.hopseed, Hopseed Stairs
Natura:stair.maple, Maple Stairs
Natura:stair.silverbell, Silverbell Stairs
Natura:stair.amaranth, Amaranth Stairs
Natura:stair.tiger, Tigerwood Stairs
Natura:stair.willow, Willow Stairs
Natura:stair.darkwood, Darkwood Stairs
Natura:stair.fusewood, Fusewood Stairs
Natura:pressureplate.eucalyptus, Eucalyptus Pressure Plate
Natura:trapdoor.eucalyptus, Eucalyptus Trapdoor
Natura:button.eucalyptus, Eucalyptus Button
Natura:fenceGate.eucalyptus, Eucalyptus Fence Gate
Natura:pressureplate.sakura, Sakura Pressure Plate
Natura:trapdoor.sakura, Sakura Trapdoor
Natura:button.sakura, Sakura Button
Natura:fenceGate.sakura, Sakura Fence Gate
Natura:pressureplate.ghostwood, Ghostwood Pressure Plate
Natura:trapdoor.ghostwood, Ghostwood Trapdoor
Natura:button.ghostwood, Ghostwood Button
Natura:fenceGate.ghostwood, Ghostwood Fence Gate
Natura:pressureplate.redwood, Redwood Pressure Plate
Natura:trapdoor.redwood, Redwood Trapdoor
Natura:button.redwood, Redwood Button
Natura:fenceGate.redwood, Redwood Fence Gate
Natura:pressureplate.bloodwood, Blood Pressure Plate
Natura:trapdoor.bloodwood, Blood Trapdoor
Natura:button.bloodwood, Blood Button
Natura:fenceGate.bloodwood, Blood Fence Gate
Natura:pressureplate.hopseed, Hopseed Pressure Plate
Natura:trapdoor.hopseed, Hopseed Trapdoor
Natura:button.hopseed, Hopseed Button
Natura:fenceGate.hopseed, Hopseed Fence Gate
Natura:pressureplate.maple, Maple Pressure Plate
Natura:trapdoor.maple, Maple Trapdoor
Natura:button.maple, Maple Button
Natura:fenceGate.maple, Maple Fence Gate
Natura:pressureplate.amaranth, Amaranth Pressure Plate
